Code;Latitude;Longitude;restaurant_count;restaurant_is_capped;school_count;school_is_capped;bank_count;bank_is_capped;hospital_count;hospital_is_capped;total_poi;road_types;road_types_desc;road_score;is_main_road;intersection_count;radius_m;alfamidi_count;other_minimarket_count;supermarket_count;total_retail_capped;is_capped;growth_rate_annual;pop_2020;pop_2026_est;density_2020;density_2026_est;category_2026;Status;Region
3732;182.607;1.277.919;6;0;17;0;1;0;0;0;24;secondary,trunk,residential;jalan penghubung utama,jalan besar penghubung antar kota,jalan perumahan;9;1;17;2000;0;2;4;6;0;1.90%;3286;3679;261.51;292.77;low;1;6
3303;-0.8864941;1.202.197.184;0;0;6;0;0;0;1;0;7;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;3;2000;1;0;0;1;0;1.90%;3571;3997;284.14;318.11;low;1;5
3813;0.522839;123.962.166;14;0;13;0;0;0;0;0;27;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;11;2000;0;0;7;7;0;1.90%;2230;2497;177.46;198.68;low;1;5
3167;-0.6694029;119.745.815;20;1;20;1;10;0;1;0;51;trunk,tertiary,residential;jalan besar penghubung antar kota,jalan lokal besar,jalan perumahan;8;1;24;2000;1;6;4;10;1;1.90%;11811;13223;939.87;1052.24;low;1;5
3252;-0.676291962633384;119.737.425.296.653;20;1;20;1;10;0;1;0;51;residential,trunk,tertiary;jalan perumahan,jalan besar penghubung antar kota,jalan lokal besar;8;1;11;2000;1;6;4;10;1;1.90%;9923;11109;789.64;884.05;low;1;5
3538;-4.771.306.327;1.220.472.881;20;1;20;1;6;0;2;0;48;residential,trunk,unclassified;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil;5;1;28;2000;1;5;4;10;0;1.90%;5206;5829;414.3;463.83;low;1;5
1725;-25.439.135;140.461.107;20;1;20;1;3;0;5;0;48;unclassified,residential;jalan umum kecil,jalan perumahan;2;0;64;2000;0;10;10;10;1;1.90%;4812;5387;382.93;428.71;low;1;7
1748;-2.542.684;140.470.757;20;1;20;1;3;0;5;0;48;residential,secondary,unclassified;jalan perumahan,jalan penghubung utama,jalan umum kecil;6;1;36;2000;0;10;10;10;1;1.90%;6117;6848;486.77;544.96;low;1;7
3075;-5.641.111;132.746.083;20;1;20;1;18;0;5;0;63;residential,trunk,secondary,secondary_link,tertiary;jalan perumahan,jalan besar penghubung antar kota,jalan penghubung utama,akses jalan penghubung,jalan lokal besar;10;1;20;2000;3;1;16;10;1;1.90%;16181;18115;1287.61;1441.55;low;1;6
1468;-672.576.311.453.637;108.550.425.767.898;20;1;20;1;20;1;20;1;80;secondary,residential,living_street,unclassified,secondary_link;jalan penghubung utama,jalan perumahan,jalan kecil / gang,jalan umum kecil,akses jalan penghubung;7;1;46;1500;0;9;11;10;1;1.30%;92915;100402;13144.81;14204.01;high;1;2
2424;-3.706.667;128.162.639;20;1;20;1;20;1;15;0;75;secondary,tertiary,residential;jalan penghubung utama,jalan lokal besar,jalan perumahan;9;1;11;2000;6;8;6;10;1;1.90%;88238;98787;7021.73;7861.2;low;0;6
3012;-3.704.682;128.159.992;20;1;20;1;20;1;12;0;72;residential,secondary;jalan perumahan,jalan penghubung utama;6;1;8;2000;6;10;4;10;1;1.90%;107996;120907;8594.05;9621.5;low;1;6
3412;-73.309.502;1.105.076.709;20;1;20;1;20;1;20;1;80;primary,residential,living_street,tertiary;jalan utama kota,jalan perumahan,jalan kecil / gang,jalan lokal besar;10;1;46;1500;0;12;8;10;1;1.70%;48952;54163;6925.33;7662.43;low;1;2
2207;33.053.232;1.175.858.588;20;1;20;1;20;1;14;0;74;trunk,residential,living_street,trunk_link;jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang,akses jalan besar;6;1;47;2000;5;5;10;10;1;1.90%;65613;73457;5221.3;5845.52;low;1;4
2949;-77.617.849;1.121.723.589;20;1;20;1;16;0;4;0;60;primary,residential,tertiary;jalan utama kota,jalan perumahan,jalan lokal besar;10;1;24;1500;2;12;6;10;1;1.70%;18114;20042;2562.62;2835.37;low;1;2
1405;-732.288.587.280.454;108.221.749.553.275;20;1;20;1;20;1;20;1;80;primary,residential,tertiary,unclassified,living_street;jalan utama kota,jalan perumahan,jalan lokal besar,jalan umum kecil,jalan kecil / gang;10;1;39;1500;2;8;10;10;1;1.30%;83679;90422;11838.13;12792.04;medium;1;2
2785;-76.612.085.304.993;112.901.416.314.128;20;1;20;1;20;1;5;0;65;residential,unclassified,secondary,living_street;jalan perumahan,jalan umum kecil,jalan penghubung utama,jalan kecil / gang;7;1;73;1500;1;13;6;10;1;1.70%;50523;55901;7147.57;7908.32;low;1;2
2444;-616.433.919.060.877;106.792.018.656.825;20;1;20;1;20;1;20;1;80;tertiary,trunk,residential,living_street,primary,trunk_link,primary_link;jalan lokal besar,jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang,jalan utama kota,trunk_link,primary_link;10;1;46;1000;0;13;7;10;1;0.50%;72832;75044;23183.1;23887.34;very_high;1;1
2804;-765.324.879.657.723;112.685.873.517.305;20;1;20;1;20;1;5;0;65;trunk,primary,tertiary,trunk_link,residential,living_street;jalan besar penghubung antar kota,jalan utama kota,jalan lokal besar,akses jalan besar,jalan perumahan,jalan kecil / gang;10;1;47;1500;0;11;9;10;1;1.70%;32938;36443;4659.7;5155.66;low;1;2
1644;-776.517.645.697.159;11.324.161.089.651;20;1;20;1;10;0;4;0;54;trunk,tertiary,residential;jalan besar penghubung antar kota,jalan lokal besar,jalan perumahan;8;1;32;1500;0;10;10;10;1;1.70%;30235;33453;4277.34;4732.6;low;0;2
1809;-42.922.425;12.024.254;20;1;13;0;3;0;0;0;36;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;8;2000;1;2;4;7;0;1.90%;2860;3202;227.57;254.78;low;1;5
2755;0.815417;127.389.028;20;1;20;1;7;0;9;0;56;trunk,residential,secondary,living_street;jalan besar penghubung antar kota,jalan perumahan,jalan penghubung utama,jalan kecil / gang;10;1;15;2000;0;10;10;10;1;0.00%;0;0;0;0;no_population;0;6
3677;0.818499;127.385.104;20;1;20;1;5;0;8;0;53;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;27;2000;0;10;10;10;1;1.90%;58033;64971;4618.14;5170.25;low;1;6
2835;-728.433.306.856.594;112.714.639.186.853;20;1;20;1;20;1;11;0;71;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;54;1500;1;7;12;10;1;1.30%;83747;90496;11847.84;12802.53;medium;1;2
3364;-741.401.004.681.769;109.269.862.849.821;20;1;20;1;11;0;6;0;57;primary,secondary,residential,living_street;jalan utama kota,jalan penghubung utama,jalan perumahan,jalan kecil / gang;10;1;52;1500;0;10;10;10;1;1.70%;27057;29936;3827.74;4235.14;low;1;2
1013;-631.017.276.559.705;107.022.586.406.619;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street,tertiary_link;jalan lokal besar,jalan perumahan,jalan kecil / gang,akses jalan lokal;6;0;108;1000;1;8;11;10;1;1.30%;38116;41188;12132.77;13110.42;medium;1;1
3082;-562.933.138.547.373;132.750.558.860.118;20;1;20;1;10;0;3;0;53;trunk,residential,tertiary,tertiary_link;jalan besar penghubung antar kota,jalan perumahan,jalan lokal besar,akses jalan lokal;8;1;26;2000;3;4;13;10;1;1.90%;21959;24585;1747.47;1956.39;low;1;6
3078;-560.447.199.999.999;132.752.503.860.118;19;0;20;1;1;0;4;0;44;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;34;2000;3;1;1;5;0;1.90%;7953;8904;632.88;708.54;low;1;6
3766;0.612606;124.082.486;2;0;13;0;0;0;1;0;16;tertiary,residential,trunk;jalan lokal besar,jalan perumahan,jalan besar penghubung antar kota;8;1;16;2000;1;2;4;7;0;1.90%;4194;4695;333.72;373.61;low;1;5
1554;-625.416;1.068.285;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;0;12;8;10;1;0.90%;49859;52613;15870.6;16747.13;high;0;1
2556;-625.346.961.374.095;106.837.616.057.976;20;1;20;1;20;1;20;1;80;residential,secondary,tertiary,living_street;jalan perumahan,jalan penghubung utama,jalan lokal besar,jalan kecil / gang;10;1;25;1000;0;10;10;10;1;0.90%;50150;52920;15963.21;16844.85;high;1;1
1454;-616.485.533.708.908;106.725.230.751.343;20;1;20;1;20;1;17;0;77;primary,secondary,residential,living_street;jalan utama kota,jalan penghubung utama,jalan perumahan,jalan kecil / gang;10;1;51;1000;0;13;7;10;1;0.50%;80554;83001;25641.09;26420;very_high;0;1
1524;-618.076.279.150.656;106.720.304.331.329;20;1;20;1;20;1;15;0;75;tertiary,secondary,residential,living_street;jalan lokal besar,jalan penghubung utama,jalan perumahan,jalan kecil / gang;10;1;42;1000;1;12;7;10;1;0.50%;78491;80876;24984.59;25743.56;very_high;0;1
2947;-76.001.958;1.127.856.444;20;1;20;1;20;1;9;0;69;trunk,residential,tertiary,living_street;jalan besar penghubung antar kota,jalan perumahan,jalan lokal besar,jalan kecil / gang;9;1;33;1500;2;9;9;10;1;1.70%;34435;38100;4871.57;5390.07;low;1;2
2189;21.475.552;1.174.856.638;20;1;20;1;20;1;8;0;68;residential,tertiary,unclassified,living_street;jalan perumahan,jalan lokal besar,jalan umum kecil,jalan kecil / gang;6;0;50;2000;6;8;6;10;1;1.90%;8671;9707;690;772.49;low;1;4
2197;2.153.631;1.174.992.429;20;1;20;1;20;1;8;0;68;residential,tertiary,trunk,unclassified;jalan perumahan,jalan lokal besar,jalan besar penghubung antar kota,jalan umum kecil;8;1;38;2000;6;8;6;10;1;1.90%;10705;11985;851.87;953.72;low;1;4
2200;214.969.420.746.324;117.496.435.992.123;20;1;20;1;20;1;8;0;68;residential,tertiary,living_street,tertiary_link;jalan perumahan,jalan lokal besar,jalan kecil / gang,akses jalan lokal;6;0;37;2000;6;8;6;10;1;1.90%;11270;12617;896.8;1004.02;low;1;4
2909;-74.610.005;1.126.694.734;20;1;20;1;3;0;0;0;43;residential,tertiary,unclassified,living_street;jalan perumahan,jalan lokal besar,jalan umum kecil,jalan kecil / gang;6;0;17;1500;2;11;7;10;1;1.70%;28503;31537;4032.34;4461.52;low;1;2
2508;-62.123.298;1.070.215.229;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;2;10;8;10;1;0.90%;48948;51652;15580.68;16441.2;high;0;1
1300;-63.726.669;1.068.594.457;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;38;1000;1;13;6;10;1;0.50%;60729;62574;19330.69;19917.91;very_high;1;1
1769;-554.372;119.950.512;20;1;20;1;15;0;5;0;60;residential,tertiary,tertiary_link;jalan perumahan,jalan lokal besar,akses jalan lokal;5;0;36;2000;4;12;4;10;1;1.90%;42507;47589;3382.62;689246;low;1;5
3604;-221.401;12.159.687;20;1;6;0;0;0;0;0;26;unclassified,residential,trunk;jalan umum kecil,jalan perumahan,jalan besar penghubung antar kota;5;1;10;2000;0;2;1;3;0;1.90%;1032;1156;82.16;91.98;low;1;5
2408;-627.717;10.670.001;20;1;20;1;20;1;20;1;80;residential,secondary,living_street,tertiary,primary,secondary_link;jalan perumahan,jalan penghubung utama,jalan kecil / gang,jalan lokal besar,jalan utama kota,akses jalan penghubung;10;1;24;1000;2;14;4;10;1;1.30%;34059;36804;10841.47;11715.07;medium;1;1
3131;-0.91594689601;1.198.765.758.674;20;1;20;1;20;1;19;0;79;residential,trunk,living_street;jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang;6;1;64;2000;4;5;11;10;1;1.90%;51712;57894;809226;988864;low;1;5
1595;-517.396.561.587.311;119.442.077.333.641;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;73;2000;0;9;11;10;1;1.50%;173818;190060;13832;15124.5;high;1;5
1732;-2.567.423;140.698.549;20;1;20;1;20;1;2;0;62;trunk,residential,living_street,trunk_link;jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang,akses jalan besar;6;1;20;2000;5;10;5;10;1;1.90%;60889;68169;4845.39;5424.68;low;1;7
1206;-6.264.828.835.649;107.016.824.018.322;20;1;20;1;20;1;20;1;80;living_street,tertiary,residential;jalan kecil / gang,jalan lokal besar,jalan perumahan;6;0;123;1000;0;11;9;10;1;0.90%;56010;59104;17828.57;18813.24;very_high;1;1
1743;-2.598.738;14.063.222;20;1;20;1;11;0;3;0;54;tertiary,residential;jalan lokal besar,jalan perumahan;5;0;55;2000;2;9;9;10;1;1.90%;30483;34127;2425.76;2715.77;low;1;7
2037;12.390.735;976.336.213.999.999;20;1;15;0;1;0;3;0;39;secondary,primary,residential,unclassified;jalan penghubung utama,jalan utama kota,jalan perumahan,jalan umum kecil;10;1;9;2000;2;2;3;7;0;1.90%;8445;9455;672.04;752.38;low;1;3
3529;-2.811.077.845;1.221.569.633;20;1;5;0;6;0;3;0;34;residential,unclassified;jalan perumahan,jalan umum kecil;2;0;1;2000;4;13;3;10;1;1.90%;4465;4999;355.33;397.81;low;1;5
3563;-2.823.141;122.171.633;20;1;1;0;1;0;1;0;23;unmapped;unmapped;0;0;0;2000;2;8;2;10;1;1.90%;4535;5077;360.87;404.02;low;1;5
3605;-28.107;12.215.354;20;1;5;0;6;0;3;0;34;residential,unclassified;jalan perumahan,jalan umum kecil;2;0;3;2000;5;10;5;10;1;1.90%;3333;3732;265.26;296.98;low;1;5
1940;202.315.036.649.763;989.639.783.697.762;20;1;20;1;15;0;3;0;58;trunk,unclassified,residential,living_street;jalan besar penghubung antar kota,jalan umum kecil,jalan perumahan,jalan kecil / gang;6;1;65;2000;1;13;6;10;1;1.90%;9992;11187;795.15;890.21;low;1;3
3791;0.336743;127.874.356;20;1;15;0;5;0;4;0;44;secondary_link,secondary,residential;akses jalan penghubung,jalan penghubung utama,jalan perumahan;6;1;15;2000;1;4;11;10;1;1.90%;1832;2051;145.81;163.24;low;1;6
1873;349.986;9.911.849;20;1;20;1;1;0;3;0;44;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;21;2000;0;2;2;4;0;1.90%;12391;13872;986.02;1103.9;low;1;3
1995;260.481.987.906.547;98.702.400.133.157;20;1;20;1;11;0;4;0;55;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;11;2000;0;6;6;10;1;1.90%;2492;2790;198.33;222.04;low;1;3
2035;3.541.762;986.134.904.999.999;20;1;20;1;12;0;8;0;60;residential,primary,unclassified,living_street,primary_link;jalan perumahan,jalan utama kota,jalan umum kecil,jalan kecil / gang,akses jalan utama;8;1;49;2000;3;10;7;10;1;1.90%;90047;100813;7165.72;8022.41;low;1;3
2049;-7.582.002;11.077.707;20;1;20;1;20;1;8;0;68;residential,secondary,unclassified,living_street;jalan perumahan,jalan penghubung utama,jalan umum kecil,jalan kecil / gang;7;1;83;1500;1;6;13;10;1;1.70%;29657;32814;4195.65;4642.22;low;1;3
1025;-665.473.791.697.052;10.686.170.042.254;20;1;20;1;20;1;20;1;80;trunk,trunk_link,residential,tertiary,living_street,unclassified;jalan besar penghubung antar kota,akses jalan besar,jalan perumahan,jalan lokal besar,jalan kecil / gang,jalan umum kecil;9;1;20;1000;1;10;9;10;1;1.70%;46718;51690;6609.21;7312.66;low;1;1
3455;-691.578.916.693.377;109.732.795.980.356;20;1;20;1;20;1;11;0;71;tertiary,unclassified,residential;jalan lokal besar,jalan umum kecil,jalan perumahan;5;0;55;1500;0;15;5;10;1;1.70%;41919;46380;5930.3;6561.48;low;1;2
2217;33.085.328;1.175.820.794;20;1;20;1;20;1;13;0;73;residential,trunk,tertiary,living_street;jalan perumahan,jalan besar penghubung antar kota,jalan lokal besar,jalan kecil / gang;9;1;39;2000;6;7;7;10;1;1.90%;64784;72529;5155.36;5771.7;low;1;4
1503;-555.591;1.201.922;20;1;20;1;20;1;6;0;66;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;24;2000;3;10;7;10;1;1.90%;46150;51667;3672.48;4111.54;low;1;5
2165;-127.578.787.778.966;116.841.012.536.413;20;1;20;1;20;1;17;0;77;residential,living_street,trunk,trunk_link;jalan perumahan,jalan kecil / gang,jalan besar penghubung antar kota,akses jalan besar;6;1;22;2000;2;8;10;10;1;1.90%;96784;108355;7701.8;8622.59;low;1;4
2210;33.060.312;117.577.534;20;1;20;1;20;1;11;0;71;tertiary,residential,tertiary_link,unclassified;jalan lokal besar,jalan perumahan,akses jalan lokal,jalan umum kecil;5;0;25;2000;5;7;8;10;1;1.90%;64332;72023;5119.39;5731.43;low;1;4
2959;-80.827.453;1.123.293.783;20;1;20;1;20;1;3;0;63;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;18;1500;2;10;8;10;1;1.90%;23562;26379;1874.99;2099.15;low;1;2
3761;0.752518;127.577.236;20;1;14;0;3;0;1;0;38;unclassified,trunk,residential;jalan umum kecil,jalan besar penghubung antar kota,jalan perumahan;5;1;6;2000;2;6;4;10;1;1.90%;12238;13701;973.85;1090.28;low;1;6
1943;342.828.280.276.384;989.018.610.894.061;20;1;20;1;10;0;1;0;51;residential,tertiary,primary,unclassified;jalan perumahan,jalan lokal besar,jalan utama kota,jalan umum kecil;10;1;17;2000;0;4;8;10;1;1.90%;6125;6858;487.44;545.71;low;1;3
1340;-531.877.051.902.474;119.366.719.381.901;20;1;20;1;5;0;2;0;47;primary,residential,unclassified;jalan utama kota,jalan perumahan,jalan umum kecil;7;1;18;2000;1;8;11;10;1;1.90%;15875;17773;1263.31;1414.35;low;0;5
1536;-5.260.708.808.228;119.383.962.194.216;20;1;20;1;4;0;1;0;45;residential,primary,unclassified;jalan perumahan,jalan utama kota,jalan umum kecil;7;1;18;2000;0;5;12;10;1;1.90%;16107;18033;1281.79;1435.03;low;1;5
1639;-25.292.556;1.213.562.062;20;1;20;1;8;0;1;0;49;tertiary,residential,secondary;jalan lokal besar,jalan perumahan,jalan penghubung utama;9;1;60;2000;1;9;6;10;1;1.90%;11536;12915;918.01;1027.77;low;1;5
3667;0.7568319;1.273.350.647;20;1;20;1;1;0;0;0;41;residential,trunk,living_street;jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang;6;1;25;2000;1;7;5;10;1;1.90%;34599;38736;2753.33;3082.5;low;1;6
2064;44.671.637;97.975.981;20;1;20;1;18;0;8;0;66;trunk_link,residential,trunk,living_street,primary;akses jalan besar,jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang,jalan utama kota;10;1;68;2000;0;13;7;10;1;1.90%;40258;45071;3203.63;3586.64;low;1;3
3699;1.730.306;128.007.361;20;1;20;1;17;0;4;0;61;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;7;2000;4;7;9;10;1;1.90%;8182;9160;651.09;728.93;low;1;6
2379;-624.896;10.679.079;20;1;20;1;20;1;20;1;80;secondary,residential,secondary_link,tertiary,living_street;jalan penghubung utama,jalan perumahan,akses jalan penghubung,jalan lokal besar,jalan kecil / gang;10;1;41;1000;0;12;8;10;1;0.90%;51733;54590;16467.1;17376.57;high;1;1
1417;-702.642.804.649.657;107.548.502.013.087;20;1;20;1;19;0;6;0;65;tertiary,residential;jalan lokal besar,jalan perumahan;5;0;75;1500;0;10;10;10;1;1.70%;54186;59954;7665.8;8481.7;low;1;2
2618;-634.381.211.656.448;106.792.317.369.107;20;1;20;1;20;1;20;1;80;tertiary,living_street,residential;jalan lokal besar,jalan kecil / gang,jalan perumahan;6;0;75;1000;2;10;8;10;1;0.90%;46163;48713;14694.29;15505.85;high;1;1
1000;-616.189;10.684.385;20;1;20;1;20;1;20;1;80;residential,secondary,tertiary,living_street;jalan perumahan,jalan penghubung utama,jalan lokal besar,jalan kecil / gang;10;1;40;1000;1;10;9;10;1;0.90%;49164;51879;15649.33;16513.64;high;1;1
1166;-61.613;10.684.684;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;1;9;10;10;1;0.90%;49392;52120;15721.85;16590.17;high;0;1
1762;-29.006.960.592.291;14.075.793.194.037;20;1;10;0;6;0;2;0;38;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;16;2000;1;2;3;6;0;1.90%;1429;1600;113.71;127.31;low;1;7
1669;-50.366.060.065.045;11.957.192.182.744;20;1;20;1;9;0;12;0;61;residential,trunk,unclassified;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil;5;1;50;2000;0;11;9;10;1;1.90%;17078;19120;1359.01;1521.49;low;1;5
1630;-755.583.917.115.895;110.769.562.758.638;20;1;20;1;20;1;20;1;80;residential,secondary,living_street;jalan perumahan,jalan penghubung utama,jalan kecil / gang;7;1;43;1500;1;8;11;10;1;1.70%;43017;47595;6085.63;6733.35;low;0;2
1313;-625.858.209.546.991;107.165.275.696.759;20;1;20;1;20;1;20;1;80;trunk,residential,trunk_link;jalan besar penghubung antar kota,jalan perumahan,trunk_link;5;1;20;1500;0;13;7;10;1;1.70%;25907;28664;8246.31;9124;low;1;1
2293;-332.351.285.038.408;114.617.509.355.825;20;1;20;1;20;1;20;1;80;residential,primary,living_street;jalan perumahan,jalan utama kota,jalan kecil / gang;8;1;46;1500;1;10;9;10;1;1.70%;45975;50868;6504.1;7196.36;low;1;4
3361;359.432;9.861.758;20;1;20;1;20;1;20;1;80;residential,trunk,trunk_link;jalan perumahan,jalan besar penghubung antar kota,akses jalan besar;5;1;49;2000;5;7;8;10;1;1.50%;126947;138809;10102.11;11046.08;medium;1;2
1856;-771.021.843.077.836;109.018.243.294.319;20;1;20;1;20;1;20;1;80;residential,trunk,trunk_link;jalan perumahan,jalan besar penghubung antar kota,akses jalan besar;5;1;49;2000;0;7;13;10;1;1.90%;85252;95445;6784.17;7595.24;low;1;3
2989;-75.923.917;1.121.057.876;20;1;20;1;20;1;5;0;65;secondary,residential,unclassified;jalan penghubung utama,jalan perumahan,jalan umum kecil;6;1;31;1500;0;11;9;10;1;1.70%;22952;25394;3246.97;3592.56;low;1;2
3178;10.472.231;12.081.634;20;1;20;1;20;1;9;0;69;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;39;2000;1;4;15;10;1;1.90%;15436;17281;1228.35;1375.2;low;1;5
3189;10.428.998;1.208.190.718;20;1;20;1;20;1;9;0;69;residential,unclassified;jalan perumahan,jalan umum kecil;2;0;33;2000;1;4;15;10;1;1.90%;18570;20790;1477.72;1654.39;low;1;5
2792;-746.762.134.329.373;112.726.099.457.324;20;1;20;1;20;1;20;1;80;tertiary,residential;jalan lokal besar,jalan perumahan;5;0;12;1500;0;9;11;10;1;1.70%;47622;52691;6737.2;7454.27;low;1;2
2853;-738.867.396.178.892;112.717.934.612.101;20;1;20;1;13;0;2;0;55;residential,living_street;jalan perumahan,jalan kecil / gang;3;0;74;1500;1;11;8;10;1;1.70%;42292;46793;5983.09;6619.9;low;1;2
2538;-617.443.232.893.714;106.794.377.431.841;20;1;20;1;20;1;20;1;80;tertiary,residential,trunk,living_street;jalan lokal besar,jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang;9;1;29;1000;2;8;10;10;1;0.50%;73248;75473;23315.53;24023.8;very_high;1;1
1266;-631.512.159.414.758;106.893.628.577.683;20;1;20;1;20;1;20;1;80;secondary,residential,living_street,tertiary;jalan penghubung utama,jalan perumahan,jalan kecil / gang,jalan lokal besar;10;1;40;1000;1;8;11;10;1;0.90%;47428;50048;15096.85;15930.64;high;1;1
1806;-25.941.227;1.401.693.101;0;0;4;0;0;0;0;0;4;unclassified,residential;jalan umum kecil,jalan perumahan;2;0;6;2000;0;0;1;1;0;1.90%;995;1114;79.18;88.65;low;1;7
1913;233.348.767.255.437;99.067.189.643.491;20;1;20;1;17;0;8;0;65;trunk,unclassified,living_street,residential;jalan besar penghubung antar kota,jalan umum kecil,jalan kecil / gang,jalan perumahan;6;1;54;2000;1;8;9;10;1;1.90%;4449;4981;354.04;396.37;low;1;3
